Route Number,Route Name_x,Schedule Period Name,Day Type,Time Period,Averge Early Stop count,Averge Late Stop count,Averge On-Time Stop count,Route Name_y,Average Boardings,Average Alightings,Average Pass-Up,Average Wheelchair Pass-Up
29,Sherbrook - Stafford,Summer 2023,Weekday,Morning,34.4047619,36.57142857,116.6666667,Sherbrook - Stafford,5.187012987,4.881818182,0,0
29,Sherbrook - Stafford,Summer 2023,Weekday,Night,3.5,23.75,33.5,Sherbrook - Stafford,1.176623377,1.15974026,0,0
29,Sherbrook - Stafford,Summer 2023,Weekday,PM Peak,5.675,69.875,57.325,Sherbrook - Stafford,4.484415584,4.541558442,1,0
29,Sherbrook - Stafford,Winter 2022,Weekday,Evening,20.22222222,83.72222222,107.1111111,Sherbrook - Stafford,2.34,2.4375,0,0
29,Sherbrook - Stafford,Winter 2022,Weekday,Mid-Day,24.38888889,41.27777778,101.1666667,Sherbrook - Stafford,6.15,5.925,1,0
29,Sherbrook - Stafford,Winter 2022,Weekday,Morning,11.70588235,41.08823529,93.11764706,Sherbrook - Stafford,4.4625,4.3075,0,0
29,Sherbrook - Stafford,Winter 2022,Weekday,Night,9.4,24.26666667,59.3,Sherbrook - Stafford,0.9675,0.945,0,0
29,Sherbrook - Stafford,Winter 2022,Weekday,PM Peak,15.92105263,104.4473684,58.13157895,Sherbrook - Stafford,5.78625,5.96625,0,0
30,Inkster Park Express,Fall 2022,Weekday,Mid-Day,3,3.787878788,17,Inkster Park Express,0.745833333,0.675,0,0
30,Inkster Park Express,Fall 2022,Weekday,Morning,22.48780488,14.02439024,67.80487805,Inkster Park Express,2.875862069,2.886206897,0,0
30,Inkster Park Express,Fall 2022,Weekday,PM Peak,8.024390244,31,36.3902439,Inkster Park Express,3.467857143,3.507142857,0,0
30,Inkster Park Express,Spring 2023,Weekday,Mid-Day,1.405405405,5.378378378,16.97297297,Inkster Park Express,0.8375,0.7625,0,0
30,Inkster Park Express,Spring 2023,Weekday,Morning,21.54545455,27.63636364,72,Inkster Park Express,2.35862069,2.320689655,0,0
30,Inkster Park Express,Spring 2023,Weekday,PM Peak,11.52272727,23.77272727,44.75,Inkster Park Express,4.403571429,4.489285714,0,0
30,Inkster Park Express,Summer 2022,Weekday,Mid-Day,2.666666667,1.708333333,19.54166667,Inkster Park Express,0.483333333,0.466666667,0,0
30,Inkster Park Express,Summer 2022,Weekday,Morning,22.6744186,14.8372093,66.30232558,Inkster Park Express,2.603448276,2.6,0,0
30,Inkster Park Express,Summer 2022,Weekday,PM Peak,9.068181818,21.13636364,37,Inkster Park Express,2.807142857,2.835714286,0,0
30,Inkster Park Express,Summer 2023,Weekday,Mid-Day,4.105263158,1.263157895,18.21052632,Inkster Park Express,0.958333333,0.908333333,0,0
30,Inkster Park Express,Summer 2023,Weekday,Morning,32.47619048,21.28571429,68.66666667,Inkster Park Express,2.989655172,2.968965517,0,0
30,Inkster Park Express,Summer 2023,Weekday,PM Peak,20.36363636,6.045454545,46.68181818,Inkster Park Express,4.032142857,4.053571429,0,0
30,Inkster Park Express,Winter 2022,Weekday,Mid-Day,1.076923077,8.692307692,12.84615385,Inkster Park Express,0.525,0.429166667,0,0
30,Inkster Park Express,Winter 2022,Weekday,Morning,17.95238095,25.61904762,59.28571429,Inkster Park Express,2.651724138,2.662068966,0,0
30,Inkster Park Express,Winter 2022,Weekday,PM Peak,12.23809524,36.47619048,34.57142857,Inkster Park Express,4.035714286,4.1,0,0
31,Keewatin Express,Fall 2022,Weekday,Evening,5.333333333,2.416666667,10.04166667,Keewatin Express,0.05,0.566666667,0,0
31,Keewatin Express,Fall 2022,Weekday,Mid-Day,0.595238095,0.666666667,3.476190476,Keewatin Express,0.1,0.225,1,0
31,Keewatin Express,Fall 2022,Weekday,Morning,60.70731707,73.65853659,274.5609756,Keewatin Express,5.045945946,5.022972973,1,0
31,Keewatin Express,Fall 2022,Weekday,PM Peak,40.93902439,55.43902439,93.15853659,Keewatin Express,3.279452055,3.15890411,0,0
31,Keewatin Express,Spring 2023,Weekday,Evening,3.3,4.633333333,9.933333333,Keewatin Express,0.05,0.472222222,0,0
31,Keewatin Express,Spring 2023,Weekday,Mid-Day,0.910891089,0.306930693,3.069306931,Keewatin Express,0.661538462,0.123076923,0,0
31,Keewatin Express,Spring 2023,Weekday,Morning,88.40909091,36.13636364,327.5909091,Keewatin Express,4.763513514,4.797297297,0,0
31,Keewatin Express,Spring 2023,Weekday,PM Peak,44.97727273,78.53409091,76.18181818,Keewatin Express,4.136986301,4.089041096,0,0
31,Keewatin Express,Summer 2022,Weekday,Evening,8.172413793,2.551724138,7.275862069,Keewatin Express,0.027777778,0.344444444,0,0
31,Keewatin Express,Summer 2022,Weekday,Mid-Day,0.636363636,0.493506494,3.38961039,Keewatin Express,1.030769231,0.246153846,0,0
31,Keewatin Express,Summer 2022,Weekday,Morning,68.13636364,46.70454545,259.5,Keewatin Express,3.255405405,3.224324324,1,0
31,Keewatin Express,Summer 2022,Weekday,PM Peak,37.49411765,44.92941176,75.96470588,Keewatin Express,2.887671233,2.983561644,0,0
31,Keewatin Express,Summer 2023,Weekday,Evening,4.4,1.666666667,11.93333333,Keewatin Express,0.022222222,0.422222222,0,0
31,Keewatin Express,Summer 2023,Weekday,Mid-Day,2.543478261,0,1.847826087,Keewatin Express,0.869230769,0.138461538,0,0
31,Keewatin Express,Summer 2023,Weekday,Morning,122.6666667,31.9047619,301,Keewatin Express,3.705405405,3.709459459,2,0
31,Keewatin Express,Summer 2023,Weekday,PM Peak,56.74418605,43.18604651,88.79069767,Keewatin Express,3.557534247,3.57260274,0,0
31,Keewatin Express,Winter 2022,Weekday,Evening,7,3.428571429,7.571428571,Keewatin Express,0.033333333,0.544444444,0,0
31,Keewatin Express,Winter 2022,Weekday,Mid-Day,0.843137255,0.509803922,2.607843137,Keewatin Express,0.707692308,0.092307692,0,0
31,Keewatin Express,Winter 2022,Weekday,Morning,71.33333333,88.19047619,324.5714286,Keewatin Express,4.440540541,4.436486486,0,0
31,Keewatin Express,Winter 2022,Weekday,PM Peak,30.21428571,75.07142857,73.23809524,Keewatin Express,4.154794521,4.154794521,0,0
32,North Main Express,Fall 2022,Weekday,Mid-Day,2.672131148,2.180327869,13.19672131,N.Main Express,2.2,0.58,0,0
32,North Main Express,Fall 2022,Weekday,Morning,28.70491803,26.72131148,139.8114754,N.Main Express,4.374358974,4.388034188,0,0
32,North Main Express,Fall 2022,Weekday,PM Peak,31.54471545,56.40650407,117.3739837,N.Main Express,5.062393162,5.304273504,1,0
32,North Main Express,Spring 2023,Weekday,Evening,4.705882353,3.647058824,5.294117647,N.Main Express,0.071428571,0.214285714,0,0
32,North Main Express,Spring 2023,Weekday,Mid-Day,0.696969697,2.878787879,6.939393939,N.Main Express,3.372727273,0.3,0,0
32,North Main Express,Spring 2023,Weekday,Morning,28.40909091,20.46212121,125.0909091,N.Main Express,3.848717949,3.862393162,0,0
32,North Main Express,Spring 2023,Weekday,PM Peak,22.54961832,96.80152672,72.04580153,N.Main Express,5.337606838,5.51025641,6,0
32,North Main Express,Summer 2022,Weekday,Mid-Day,2.967741935,3.85483871,11.4516129,N.Main Express,1.766666667,0.183333333,0,0
32,North Main Express,Summer 2022,Weekday,Morning,48.712,16.288,143.136,N.Main Express,3.307692308,3.31025641,0,0
32,North Main Express,Summer 2022,Weekday,PM Peak,42.62015504,44.03100775,113.9612403,N.Main Express,4.094871795,4.147863248,1,0
32,North Main Express,Summer 2023,Weekday,Evening,0.266666667,8.133333333,5.333333333,N.Main Express,0.357142857,0.964285714,0,0
32,North Main Express,Summer 2023,Weekday,Mid-Day,0,9.428571429,1.428571429,N.Main Express,2.718181818,0.090909091,0,0
32,North Main Express,Summer 2023,Weekday,Morning,41.46031746,9.571428571,140.3492063,N.Main Express,3.628205128,3.645299145,8,0
32,North Main Express,Summer 2023,Weekday,PM Peak,43.88709677,59.17741935,91.32258065,N.Main Express,4.323076923,4.371794872,5,0
32,North Main Express,Winter 2022,Weekday,Mid-Day,1.6,4.666666667,12.6,N.Main Express,1.696,0.552,0,0
32,North Main Express,Winter 2022,Weekday,Morning,34.98412698,38.36507937,161.6666667,N.Main Express,4.393162393,4.393162393,1,0
32,North Main Express,Winter 2022,Weekday,PM Peak,26.92063492,84.34920635,97.3968254,N.Main Express,4.862393162,5.048717949,0,0
33,Maples,Fall 2022,Weekday,Evening,32.61165049,12.58252427,132.3592233,Maples,2.796385542,2.777108434,0,0
33,Maples,Fall 2022,Weekday,Mid-Day,107.3442623,40.40163934,330.9918033,Maples,9.48313253,8.96686747,3,1
33,Maples,Fall 2022,Weekday,Morning,42.65,40.78333333,191.8833333,Maples,3.319879518,3.05060241,0,0
33,Maples,Fall 2022,Weekday,Night,27.71710526,7.539473684,73.94078947,Maples,1.230722892,1.387951807,0,0
33,Maples,Fall 2022,Weekday,PM Peak,37.71052632,47.29824561,147.1842105,Maples,4.543975904,4.540963855,0,1
33,Maples,Spring 2023,Weekday,Evening,23.11956522,23.69565217,70.69565217,Maples,3.102409639,3.079518072,3,1
33,Maples,Spring 2023,Weekday,Mid-Day,108.8939394,64.88636364,291.7651515,Maples,7.338554217,6.713253012,3,3
33,Maples,Spring 2023,Weekday,Morning,81.29545455,22.78030303,159.6287879,Maples,2.843975904,2.631325301,0,0
33,Maples,Spring 2023,Weekday,Night,7.235714286,12.68571429,37.18571429,Maples,1.336746988,1.624698795,0,0
33,Maples,Spring 2023,Weekday,PM Peak,38.38938053,78.24778761,118.9115044,Maples,4.597590361,4.591566265,3,0
33,Maples,Summer 2022,Weekday,Evening,21.44444444,18.54545455,100.8484848,Maples,3.011445783,3.069879518,1,1
33,Maples,Summer 2022,Weekday,Mid-Day,92.16923077,40.90769231,340.9076923,Maples,7.995783133,7.640963855,3,5
33,Maples,Summer 2022,Weekday,Morning,37.57364341,33.86821705,196.1317829,Maples,3.346385542,2.960843373,2,0
33,Maples,Summer 2022,Weekday,Night,15.46052632,9.940789474,53.51973684,Maples,1.36746988,1.515662651,0,0
33,Maples,Summer 2022,Weekday,PM Peak,42.13513514,43.62162162,138.2972973,Maples,4.392771084,4.443373494,1,1
33,Maples,Summer 2023,Weekday,Evening,20.56521739,18.30434783,111.673913,Maples,3.504216867,3.509036145,11,1
33,Maples,Summer 2023,Weekday,Mid-Day,157.952381,50.95238095,343.4285714,Maples,7.812048193,7.298192771,22,8
33,Maples,Summer 2023,Weekday,Morning,85.36507937,33.77777778,180.6666667,Maples,3.109036145,2.780120482,6,0
33,Maples,Summer 2023,Weekday,Night,17.86956522,10.27536232,51.66666667,Maples,1.395783133,1.604819277,0,0
33,Maples,Summer 2023,Weekday,PM Peak,54,43.52727273,152.2363636,Maples,4.290361446,4.324096386,9,2
33,Maples,Winter 2022,Weekday,Evening,15,34.15384615,101.2884615,Maples,2.851204819,2.83313253,0,0
33,Maples,Winter 2022,Weekday,Mid-Day,89.22222222,68.06349206,327.6825397,Maples,9.169879518,8.725301205,3,0
33,Maples,Winter 2022,Weekday,Morning,35.79365079,63.76190476,172.4285714,Maples,3.628915663,3.26686747,0,0
33,Maples,Winter 2022,Weekday,Night,18.45121951,15,59.86585366,Maples,1.387349398,1.507228916,0,0
33,Maples,Winter 2022,Weekday,PM Peak,29.29824561,79.10526316,130.8245614,Maples,5.213253012,5.245783133,2,0
34,McPhillips Super Express,Fall 2022,Weekday,Mid-Day,0.25,0.785714286,5.25,McPhillips Super Express,0.357142857,0.014285714,0,0
34,McPhillips Super Express,Fall 2022,Weekday,Morning,45.63414634,14.70731707,151.1707317,McPhillips Super Express,3.159183673,3.171428571,0,0
34,McPhillips Super Express,Fall 2022,Weekday,PM Peak,33.26829268,75.3902439,100.6585366,McPhillips Super Express,3.567307692,3.605769231,0,0
34,McPhillips Super Express,Spring 2023,Weekday,Mid-Day,0,1.666666667,5.266666667,McPhillips Super Express,0.628571429,0.114285714,0,0
34,McPhillips Super Express,Spring 2023,Weekday,Morning,48.79545455,35.36363636,170.6818182,McPhillips Super Express,3.104081633,3.108163265,0,0
34,McPhillips Super Express,Spring 2023,Weekday,PM Peak,35.15909091,99.65909091,79.97727273,McPhillips Super Express,3.451923077,3.519230769,0,0
34,McPhillips Super Express,Summer 2022,Weekday,Mid-Day,1.25,0.25,5.458333333,McPhillips Super Express,0.571428571,0.185714286,0,0
34,McPhillips Super Express,Summer 2022,Weekday,Morning,48.39534884,19.69767442,160.255814,McPhillips Super Express,3.004081633,2.997959184,0,0
34,McPhillips Super Express,Summer 2022,Weekday,PM Peak,68.07142857,58.42857143,112.3809524,McPhillips Super Express,3.276923077,3.330769231,0,0
34,McPhillips Super Express,Summer 2023,Weekday,Mid-Day,0,0.454545455,5.818181818,McPhillips Super Express,0.6,0.1,0,0
34,McPhillips Super Express,Summer 2023,Weekday,Morning,48.23809524,21.04761905,184.3333333,McPhillips Super Express,3.26122449,3.279591837,2,0
34,McPhillips Super Express,Summer 2023,Weekday,PM Peak,58.55,71.2,73.8,McPhillips Super Express,2.842307692,2.919230769,0,0
34,McPhillips Super Express,Winter 2022,Weekday,Mid-Day,0.857142857,0.5,5.285714286,McPhillips Super Express,0.657142857,0.085714286,0,0
34,McPhillips Super Express,Winter 2022,Weekday,Morning,31.47619048,51.95238095,142.7142857,McPhillips Super Express,2.763265306,2.76122449,0,0
34,McPhillips Super Express,Winter 2022,Weekday,PM Peak,59.61904762,78.80952381,81.19047619,McPhillips Super Express,3.144230769,3.221153846,0,0
35,Maples Super Express,Fall 2022,Weekday,Mid-Day,0.225,4,4.65,Maples Super Express,2.792307692,0.315384615,0,0
35,Maples Super Express,Fall 2022,Weekday,Morning,38.7804878,21.29268293,177.804878,Maples Super Express,3.93125,3.9375,0,0
35,Maples Super Express,Fall 2022,Weekday,PM Peak,63.70731707,61.24390244,100.2439024,Maples Super Express,5.164583333,5.752083333,4,0
35,Maples Super Express,Spring 2023,Weekday,Mid-Day,0.902439024,0.292682927,8.756097561,Maples Super Express,2.207692308,0.292307692,0,0
35,Maples Super Express,Spring 2023,Weekday,Morning,52.36363636,11.56818182,200.2272727,Maples Super Express,4.15625,4.314583333,0,0
35,Maples Super Express,Spring 2023,Weekday,PM Peak,61.70454545,94.47727273,78.75,Maples Super Express,5.060416667,5.402083333,2,0
35,Maples Super Express,Summer 2022,Weekday,Mid-Day,0.178571429,4.285714286,5.571428571,Maples Super Express,1.815384615,0.261538462,0,0
35,Maples Super Express,Summer 2022,Weekday,Morning,31.51162791,18.72093023,174.1395349,Maples Super Express,3.333333333,3.3375,0,0
35,Maples Super Express,Summer 2022,Weekday,PM Peak,62.04651163,50.55813953,62.37209302,Maples Super Express,3.377083333,3.745833333,1,0
35,Maples Super Express,Summer 2023,Weekday,Mid-Day,0.777777778,0.722222222,8.5,Maples Super Express,2.576923077,0.3,1,0
35,Maples Super Express,Summer 2023,Weekday,Morning,76.14285714,4.380952381,192.5238095,Maples Super Express,4.658333333,4.672916667,2,0
35,Maples Super Express,Summer 2023,Weekday,PM Peak,72.19047619,62.0952381,80.04761905,Maples Super Express,4.89375,5.310416667,2,0
35,Maples Super Express,Winter 2022,Weekday,Mid-Day,1.428571429,3.238095238,5.666666667,Maples Super Express,2.653846154,0.392307692,0,0
35,Maples Super Express,Winter 2022,Weekday,Morning,31.95238095,25.9047619,176.6666667,Maples Super Express,3.727083333,3.735416667,0,0
35,Maples Super Express,Winter 2022,Weekday,PM Peak,51.9047619,102.2857143,71.33333333,Maples Super Express,4.483333333,4.979166667,0,0
36,Northwest Super Express,Fall 2022,Weekday,Evening,33.92307692,27.23076923,44.46153846,Northwest Super Express,0.859615385,1.45,0,0
36,Northwest Super Express,Fall 2022,Weekday,Mid-Day,27.67479675,40.78861789,58.04878049,Northwest Super Express,8.572619048,9.923809524,33,0
36,Northwest Super Express,Fall 2022,Weekday,Morning,64.43902439,69.2195122,317.3902439,Northwest Super Express,14.22173913,11.52173913,13,0
36,Northwest Super Express,Fall 2022,Weekday,PM Peak,100.9512195,214.5853659,199.5853659,Northwest Super Express,11.54038462,12.83846154,4,0
36,Northwest Super Express,Spring 2023,Weekday,Evening,20.67647059,45.61764706,21.41176471,Northwest Super Express,0.595833333,1.029166667,0,0
36,Northwest Super Express,Spring 2023,Weekday,Mid-Day,15.6952381,43.87619048,43.17142857,Northwest Super Express,4.180952381,4.435714286,0,0
36,Northwest Super Express,Spring 2023,Weekday,Morning,70.24675325,43.31168831,303.0779221,Northwest Super Express,9.928985507,8.815942029,0,0
36,Northwest Super Express,Spring 2023,Weekday,PM Peak,70.5,254.8181818,116.9090909,Northwest Super Express,8.948076923,9.776923077,2,0
36,Northwest Super Express,Summer 2022,Weekday,Mid-Day,11.01449275,51.17391304,39.82608696,Northwest Super Express,3.225,0.025,39,0
36,Northwest Super Express,Summer 2022,Weekday,Morning,45.24193548,52.06451613,258.1612903,Northwest Super Express,3.503921569,3.439215686,15,0
36,Northwest Super Express,Summer 2022,Weekday,PM Peak,72.58139535,162.2790698,137.9069767,Northwest Super Express,3.278846154,3.613461538,6,0
36,Northwest Super Express,Summer 2023,Weekday,Mid-Day,0.307692308,0.307692308,2.923076923,Northwest Super Express,4,0,38,1
36,Northwest Super Express,Summer 2023,Weekday,Morning,72.23809524,8.523809524,240.7142857,Northwest Super Express,5.630769231,5.953846154,13,0
36,Northwest Super Express,Summer 2023,Weekday,PM Peak,88.57142857,92.04761905,105.1428571,Northwest Super Express,4.938461538,5.290384615,5,0
36,Northwest Super Express,Winter 2022,Weekday,Evening,28.61904762,38.80952381,40.23809524,Northwest Super Express,1.005769231,1.567307692,0,0
36,Northwest Super Express,Winter 2022,Weekday,Mid-Day,24.76190476,45.15873016,68.63492063,Northwest Super Express,7.464285714,8.596428571,0,0
36,Northwest Super Express,Winter 2022,Weekday,Morning,73.11904762,92.47619048,317.0952381,Northwest Super Express,12.21884058,9.991304348,1,0
36,Northwest Super Express,Winter 2022,Weekday,PM Peak,141.1428571,253.1428571,201.1904762,Northwest Super Express,10.86730769,11.575,0,0
38,Salter,Fall 2022,Weekday,Evening,7.70212766,49.06382979,50.74468085,Salter,2.571666667,2.545,0,0
38,Salter,Fall 2022,Weekday,Mid-Day,67.7625,107.8,284.1,Salter,8.041666667,7.9875,2,0
38,Salter,Fall 2022,Weekday,Morning,27.95121951,44.85365854,151.3414634,Salter,3.233333333,2.923333333,0,0
38,Salter,Fall 2022,Weekday,Night,7.242424242,11.18181818,47.54545455,Salter,0.651666667,0.815,0,0
38,Salter,Fall 2022,Weekday,PM Peak,9.341463415,119.5365854,53.90243902,Salter,4.136666667,4.3625,5,0
38,Salter,Spring 2023,Weekday,Evening,5.776119403,92.8358209,38.86567164,Salter,2.593043478,2.471304348,0,1
38,Salter,Spring 2023,Weekday,Mid-Day,75.09090909,148.5909091,280.2840909,Salter,8.980869565,8.829565217,13,30
38,Salter,Spring 2023,Weekday,Morning,44.04545455,31.35227273,161.9090909,Salter,3.326956522,3.076521739,0,0
38,Salter,Spring 2023,Weekday,Night,18.97101449,15.57971014,39.17391304,Salter,0.874782609,1.082608696,0,0
38,Salter,Spring 2023,Weekday,PM Peak,10.28409091,163.9204545,33.63636364,Salter,4.295652174,4.644347826,15,9
38,Salter,Summer 2022,Weekday,Evening,9.098039216,74.88235294,63.52941176,Salter,2.9275,2.939166667,0,0
38,Salter,Summer 2022,Weekday,Mid-Day,54.29487179,105.1153846,239.1923077,Salter,7.3525,7.114166667,5,3
38,Salter,Summer 2022,Weekday,Morning,27.11842105,39.13157895,133.6447368,Salter,2.510833333,2.38,0,0
38,Salter,Summer 2022,Weekday,Night,7.339622642,27.41509434,44.90566038,Salter,0.736666667,0.915833333,0,0
38,Salter,Summer 2022,Weekday,PM Peak,6.794871795,102.8461538,53.98717949,Salter,4.156666667,4.361666667,10,2
38,Salter,Summer 2023,Weekday,Evening,14.90625,67.875,49.8125,Salter,3.112820513,3.048717949,0,3
38,Salter,Summer 2023,Weekday,Mid-Day,133.5952381,97.33333333,320.0952381,Salter,8.201709402,7.994017094,3,5
38,Salter,Summer 2023,Weekday,Morning,73.14285714,15.5,175.0714286,Salter,2.921367521,2.703418803,2,0
38,Salter,Summer 2023,Weekday,Night,8.620689655,25.27586207,36.86206897,Salter,0.828205128,0.934188034,0,0
38,Salter,Summer 2023,Weekday,PM Peak,41.38095238,98.64285714,89.92857143,Salter,3.588034188,3.895726496,4,4
38,Salter,Winter 2022,Weekday,Evening,9.242424242,85.54545455,69.33333333,Salter,2.675833333,2.721666667,2,0
38,Salter,Winter 2022,Weekday,Mid-Day,71.38095238,139.1904762,306.4047619,Salter,8.733333333,8.561666667,1,1
38,Salter,Winter 2022,Weekday,Morning,27.26190476,71.64285714,149.547619,Salter,3.179166667,2.8525,0,0
38,Salter,Winter 2022,Weekday,Night,8.885714286,30.48571429,53.65714286,Salter,0.639166667,0.771666667,0,0
38,Salter,Winter 2022,Weekday,PM Peak,20.69047619,124.547619,65.4047619,Salter,4.465,4.633333333,2,0
40,All Seasons Express,Fall 2022,Weekday,Morning,55.75609756,20.92682927,167.6097561,All Seasons Express,6.523809524,6.707142857,0,0
40,All Seasons Express,Fall 2022,Weekday,PM Peak,74.70731707,67.2195122,84.65853659,All Seasons Express,5.435714286,5.438095238,1,0
40,All Seasons Express,Spring 2023,Weekday,Morning,76.88636364,23.59090909,178.0909091,All Seasons Express,6.614285714,6.661904762,0,0
40,All Seasons Express,Spring 2023,Weekday,PM Peak,36.45454545,150.25,53.29545455,All Seasons Express,4.916666667,4.919047619,3,0
40,All Seasons Express,Summer 2022,Weekday,Morning,62.60465116,21.95348837,179.4186047,All Seasons Express,4.673809524,4.811904762,0,0
40,All Seasons Express,Summer 2022,Weekday,PM Peak,75.11627907,59.09302326,77.6744186,All Seasons Express,3.666666667,3.676190476,0,0
40,All Seasons Express,Summer 2023,Weekday,Morning,69.52380952,19.61904762,167.1904762,All Seasons Express,6.346341463,6.468292683,1,0
40,All Seasons Express,Summer 2023,Weekday,PM Peak,70.04761905,120.6666667,75.76190476,All Seasons Express,4.787804878,4.787804878,2,0
40,All Seasons Express,Winter 2022,Weekday,Morning,55.80952381,32,178.8095238,All Seasons Express,5.778571429,5.9,0,0
40,All Seasons Express,Winter 2022,Weekday,PM Peak,69.71428571,100.8571429,73.19047619,All Seasons Express,5.357142857,5.378571429,0,0
41,Henderson Express,Fall 2022,Weekday,Mid-Day,4.365079365,0.714285714,3.904761905,Henderson Express,1.771428571,2.271428571,0,0
41,Henderson Express,Fall 2022,Weekday,Morning,36.75609756,26.68292683,105.2682927,Henderson Express,4.382978723,3.8,0,0
41,Henderson Express,Fall 2022,Weekday,PM Peak,12.70886076,24.27848101,28.36708861,Henderson Express,4.20212766,4.619148936,0,0
41,Henderson Express,Spring 2023,Weekday,Mid-Day,4.954545455,1.242424242,3.090909091,Henderson Express,1.407142857,1.714285714,0,0
41,Henderson Express,Spring 2023,Weekday,Morning,51.93181818,15.84090909,135.7727273,Henderson Express,4.163829787,3.712765957,0,0
41,Henderson Express,Spring 2023,Weekday,PM Peak,12,39.56976744,16.51162791,Henderson Express,4.672340426,5.006382979,5,0
41,Henderson Express,Summer 2022,Weekday,Mid-Day,5.8125,0.9375,2.4375,Henderson Express,0.971428571,0.542857143,0,0
41,Henderson Express,Summer 2022,Weekday,Morning,44.8372093,19.58139535,117.8837209,Henderson Express,2.625531915,2.49787234,0,0
41,Henderson Express,Summer 2022,Weekday,PM Peak,16.88095238,27.76190476,24.83333333,Henderson Express,3.359574468,3.621276596,1,0
41,Henderson Express,Summer 2023,Weekday,Mid-Day,5.219512195,0.317073171,3.390243902,Henderson Express,1.3,1.378571429,0,0
41,Henderson Express,Summer 2023,Weekday,Morning,70.23809524,9.523809524,135,Henderson Express,3.138297872,2.768085106,0,0
41,Henderson Express,Summer 2023,Weekday,PM Peak,29.76190476,27.11904762,20.23809524,Henderson Express,3.538297872,3.878723404,0,0
41,Henderson Express,Winter 2022,Weekday,Mid-Day,3.638888889,1.083333333,4.083333333,Henderson Express,1.464285714,1.771428571,0,0
41,Henderson Express,Winter 2022,Weekday,Morning,40,33.76190476,118.047619,Henderson Express,3.712765957,3.242553191,0,0
41,Henderson Express,Winter 2022,Weekday,PM Peak,11.97560976,38.80487805,24.29268293,Henderson Express,4.244680851,4.59787234,1,0
42,Plessis Express,Fall 2022,Weekday,Morning,25.58536585,34.3902439,201.7804878,Plessis Express,2.580769231,2.584615385,0,0
42,Plessis Express,Fall 2022,Weekday,PM Peak,47.04878049,102.3170732,87.80487805,Plessis Express,3.094339623,3.083018868,0,0
42,Plessis Express,Spring 2023,Weekday,Evening,6.605263158,16.34210526,11,Plessis Express,0.079411765,0.294117647,0,0
42,Plessis Express,Spring 2023,Weekday,Mid-Day,3.357142857,1.285714286,11.66666667,Plessis Express,1.953846154,0.130769231,0,0
42,Plessis Express,Spring 2023,Weekday,Morning,44.11363636,42.97727273,197.6136364,Plessis Express,3.075,3.115384615,0,0
42,Plessis Express,Spring 2023,Weekday,PM Peak,38.68181818,167.3863636,104.5,Plessis Express,3.347169811,3.616981132,0,0
42,Plessis Express,Summer 2022,Weekday,Evening,14.18181818,8.909090909,10.90909091,Plessis Express,0.047058824,0.232352941,0,0
42,Plessis Express,Summer 2022,Weekday,Mid-Day,1.722222222,3.333333333,10.38888889,Plessis Express,1,0.046153846,0,0
42,Plessis Express,Summer 2022,Weekday,Morning,31.93023256,26,159.3488372,Plessis Express,2.261538462,2.255769231,0,0
42,Plessis Express,Summer 2022,Weekday,PM Peak,36.61904762,105.7619048,103.2619048,Plessis Express,2.467924528,2.583018868,0,0
42,Plessis Express,Summer 2023,Weekday,Evening,19.0625,12.6875,2.25,Plessis Express,0.055882353,0.261764706,0,0
42,Plessis Express,Summer 2023,Weekday,Mid-Day,1.318181818,1.318181818,14.59090909,Plessis Express,1.6,0.146153846,0,0
42,Plessis Express,Summer 2023,Weekday,Morning,54.76190476,27.19047619,210.3809524,Plessis Express,2.761538462,2.784615385,0,0
42,Plessis Express,Summer 2023,Weekday,PM Peak,101,68.47619048,136.5238095,Plessis Express,2.854716981,3.079245283,0,0
42,Plessis Express,Winter 2022,Weekday,Evening,2.818181818,23.09090909,8.090909091,Plessis Express,0.026470588,0.2,0,0
42,Plessis Express,Winter 2022,Weekday,Mid-Day,0.8,5.4,11.6,Plessis Express,2.069230769,0.146153846,0,0
42,Plessis Express,Winter 2022,Weekday,Morning,41.9047619,43.23809524,172.5714286,Plessis Express,2.828846154,2.834615385,0,0
42,Plessis Express,Winter 2022,Weekday,PM Peak,53.71428571,114.8571429,95.80952381,Plessis Express,3.441509434,3.805660377,0,0
43,Munroe,Fall 2022,Weekday,Evening,30.19736842,74.82894737,111.0394737,Munroe,1.96635514,2.057009346,0,0
43,Munroe,Fall 2022,Weekday,Mid-Day,20.16883117,146.4285714,193.8051948,Munroe,5.700934579,5.71588785,0,0
43,Munroe,Fall 2022,Weekday,Morning,5.430379747,93.94936709,160.1898734,Munroe,4.281308411,4.037383178,1,0
43,Munroe,Fall 2022,Weekday,Night,8.867924528,3.603773585,13.52830189,Munroe,0.061538462,0.267307692,0,0
43,Munroe,Fall 2022,Weekday,PM Peak,6.2375,113.0375,48.025,Munroe,3.628037383,3.639252336,0,0
43,Munroe,Spring 2023,Weekday,Evening,35.2,85.29333333,93.52,Munroe,2.339252336,2.437383178,0,0
43,Munroe,Spring 2023,Weekday,Mid-Day,19.88505747,190.5057471,231.5517241,Munroe,6.246728972,6.126168224,1,0
43,Munroe,Spring 2023,Weekday,Morning,28.84090909,92.55681818,190.2272727,Munroe,4.521495327,4.276635514,0,0
43,Munroe,Spring 2023,Weekday,Night,7.407407407,5.537037037,12.2962963,Munroe,0.101923077,0.359615385,0,0
